,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
853,26-39,female,majority,0-9y,high school,poverty,0.5369101162372529,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
854,65+,male,majority,20-29y,university,upper class,0.6337853539861222,True,after 2015,True,True,13000.0,sedan,1,0,1,False
855,16-25,male,majority,0-9y,university,working class,0.4787770486032221,False,after 2015,False,False,15000.0,sedan,0,0,0,True
856,40-64,female,majority,20-29y,university,middle class,0.5943257055284643,True,before 2015,True,False,10000.0,sports car,3,1,1,False
857,40-64,male,majority,20-29y,university,upper class,0.6607949382386376,True,after 2015,True,True,10000.0,sedan,7,0,1,False
858,40-64,female,majority,0-9y,high school,working class,0.434199369972067,False,before 2015,True,True,10000.0,sedan,0,0,0,True
859,40-64,male,majority,20-29y,university,upper class,0.5710183409684905,True,before 2015,False,True,14000.0,sedan,3,1,7,False
860,40-64,male,majority,20-29y,university,upper class,0.7408836608342264,True,after 2015,True,True,8000.0,sedan,1,0,5,False
861,26-39,female,majority,10-19y,university,upper class,0.6162893385757949,True,before 2015,True,True,12000.0,sedan,0,0,1,False
862,16-25,male,minority,0-9y,high school,working class,0.4319292841168608,False,before 2015,False,False,15000.0,sedan,0,0,0,True
863,40-64,female,minority,0-9y,high school,upper class,0.6312183625354687,True,before 2015,True,True,10000.0,sedan,0,0,0,False
864,40-64,male,majority,20-29y,none,poverty,0.34833133094379165,False,before 2015,False,True,14000.0,sedan,8,0,2,False
865,16-25,female,majority,0-9y,high school,working class,0.4295825126499048,True,before 2015,True,True,10000.0,sedan,0,0,0,False
866,65+,male,majority,30y+,high school,upper class,0.5244870788093159,True,after 2015,True,True,13000.0,sedan,2,0,4,False
867,65+,male,minority,10-19y,high school,upper class,0.5127680383278216,True,before 2015,False,False,18000.0,sedan,0,0,0,False
868,26-39,male,majority,10-19y,high school,working class,0.389233759485732,False,before 2015,False,False,16000.0,sedan,2,0,0,True
869,65+,male,majority,0-9y,university,upper class,0.613826977680088,True,after 2015,True,False,11000.0,sedan,0,0,0,True
870,40-64,female,majority,20-29y,university,upper class,0.6923202824735519,True,before 2015,True,True,5000.0,sedan,6,0,4,False
871,40-64,female,majority,0-9y,university,upper class,0.7226016411670321,False,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
872,65+,male,majority,10-19y,high school,upper class,0.5764795251446632,True,after 2015,True,True,11697.003206900365,sedan,3,1,0,False
873,26-39,female,majority,0-9y,university,upper class,0.613826977680088,True,before 2015,True,True,10000.0,sedan,0,0,0,True
874,40-64,female,majority,20-29y,high school,middle class,0.6214429576980997,True,before 2015,False,True,13000.0,sedan,1,0,1,False
875,40-64,female,majority,10-19y,high school,middle class,0.6260582248737127,True,before 2015,False,False,16000.0,sedan,1,1,0,False
876,65+,male,majority,30y+,university,upper class,0.6324917354132804,True,before 2015,False,True,13000.0,sedan,10,0,2,False
877,16-25,female,majority,0-9y,high school,poverty,0.4210019848954937,False,before 2015,True,False,13000.0,sedan,0,0,0,True
878,16-25,female,majority,0-9y,high school,poverty,0.34833133094379165,False,before 2015,False,False,14000.0,sedan,0,0,0,False
879,65+,female,majority,30y+,high school,upper class,0.4965814792125479,False,after 2015,True,True,11697.003206900365,sedan,3,0,0,False
880,26-39,male,minority,10-19y,none,poverty,0.1902502054363816,False,before 2015,False,True,11000.0,sedan,0,0,1,True
881,26-39,male,majority,10-19y,high school,upper class,0.6742012277595035,True,after 2015,False,True,15000.0,sports car,1,0,0,False
882,26-39,male,majority,10-19y,none,poverty,0.2776464231642333,False,before 2015,True,True,10000.0,sports car,4,0,4,False
883,65+,female,majority,10-19y,none,working class,0.4438047319930954,True,before 2015,True,True,13000.0,sedan,1,0,0,False
884,65+,male,majority,30y+,university,upper class,0.6738192020225572,True,after 2015,False,True,11697.003206900365,sedan,9,0,5,False
885,40-64,male,majority,0-9y,university,middle class,0.5720994618726241,True,before 2015,False,False,11697.003206900365,sports car,0,0,0,False
886,40-64,female,majority,20-29y,university,middle class,0.5464164840061576,True,before 2015,True,False,10000.0,sedan,4,0,3,False
887,65+,female,majority,0-9y,high school,upper class,0.5338125514718479,True,after 2015,True,True,12000.0,sedan,0,0,0,False
888,26-39,male,majority,10-19y,high school,working class,0.534353992539389,True,after 2015,False,True,12000.0,sedan,2,0,0,False
889,65+,female,majority,20-29y,high school,upper class,0.6152347771487434,False,before 2015,True,True,10000.0,sedan,1,2,0,False
890,65+,female,minority,30y+,high school,upper class,0.627568733571934,True,after 2015,False,True,17000.0,sedan,1,1,1,False
891,65+,female,minority,30y+,high school,upper class,0.6983886035692345,True,before 2015,False,True,10000.0,sedan,5,2,4,False
892,26-39,female,majority,10-19y,high school,upper class,0.6146990302171157,True,before 2015,False,False,11697.003206900365,sedan,1,1,0,False
893,16-25,female,majority,0-9y,high school,middle class,0.6840833742526795,True,before 2015,True,True,8000.0,sedan,0,0,0,False
894,40-64,male,majority,20-29y,university,upper class,0.6526266450815712,False,after 2015,True,True,9000.0,sedan,1,0,3,False
895,65+,female,minority,30y+,university,upper class,0.5662385712592211,True,before 2015,False,True,11000.0,sedan,7,1,2,False
896,26-39,male,majority,10-19y,high school,middle class,0.4399964527913904,True,before 2015,True,True,11000.0,sedan,1,0,3,False
897,26-39,female,minority,10-19y,high school,working class,0.4580647747191491,False,before 2015,False,False,17000.0,sedan,0,0,0,False
898,26-39,male,majority,0-9y,high school,working class,0.4319292841168608,True,after 2015,False,False,12000.0,sedan,0,0,0,False
899,40-64,male,majority,20-29y,university,upper class,0.613826977680088,True,before 2015,False,True,11000.0,sedan,6,2,0,False
900,65+,female,majority,30y+,high school,upper class,0.6607566635682514,False,before 2015,True,True,9000.0,sedan,0,0,3,False
901,16-25,male,majority,0-9y,high school,poverty,0.3189052382411765,True,before 2015,False,False,17000.0,sedan,0,0,0,True
902,40-64,male,majority,0-9y,university,upper class,0.6085697407032967,True,after 2015,False,False,15000.0,sedan,0,0,0,False
903,65+,female,majority,30y+,high school,upper class,0.639626053228194,True,before 2015,True,True,9000.0,sedan,0,1,0,False
904,26-39,female,majority,10-19y,high school,middle class,0.4996760395517626,True,after 2015,False,False,16000.0,sedan,1,0,1,False
905,40-64,female,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,False,True,10000.0,sedan,5,0,1,False
906,16-25,male,majority,0-9y,high school,working class,0.4319292841168608,True,before 2015,True,True,9000.0,sedan,0,0,0,True
907,16-25,female,majority,0-9y,high school,poverty,0.2817333572094793,False,before 2015,True,True,11000.0,sedan,0,0,0,True
908,26-39,male,majority,10-19y,high school,poverty,0.4514433140453183,True,before 2015,False,False,14000.0,sedan,2,1,1,False
909,26-39,female,majority,10-19y,none,poverty,0.2478479628708958,True,before 2015,False,True,16000.0,sedan,0,1,0,False
910,40-64,male,majority,0-9y,university,upper class,0.4417132728803951,True,after 2015,True,True,8000.0,sedan,0,0,0,False
911,16-25,male,majority,0-9y,high school,poverty,0.34833133094379165,False,before 2015,False,False,11000.0,sedan,0,0,0,True
912,16-25,male,majority,0-9y,none,poverty,0.4092427564400384,False,before 2015,False,False,16000.0,sedan,0,0,0,True
913,65+,female,majority,0-9y,high school,upper class,0.4494562548465213,False,before 2015,True,True,10000.0,sedan,0,0,0,True
914,65+,male,majority,30y+,university,upper class,0.5975262575550262,True,after 2015,False,True,10000.0,sedan,13,0,1,False
915,40-64,male,minority,10-19y,high school,middle class,0.5697012109847832,True,before 2015,True,True,9000.0,sedan,3,0,2,False
916,40-64,female,majority,0-9y,university,upper class,0.7593098696029942,True,after 2015,False,False,8000.0,sedan,0,0,0,False
917,40-64,male,majority,20-29y,university,upper class,0.5992234645215262,True,before 2015,True,True,9000.0,sedan,2,0,3,False
918,16-25,male,majority,0-9y,none,working class,0.4319292841168608,True,before 2015,True,False,13000.0,sedan,0,0,0,True
919,40-64,male,minority,10-19y,university,upper class,0.4870127077463123,True,before 2015,True,True,10000.0,sedan,1,0,1,False
920,26-39,male,majority,10-19y,high school,working class,0.4787494991822766,True,before 2015,True,True,4000.0,sedan,0,0,2,False
921,65+,male,majority,20-29y,high school,middle class,0.4764368681429673,True,after 2015,True,True,9000.0,sedan,5,2,1,False
922,40-64,male,majority,10-19y,none,poverty,0.408216868683217,True,before 2015,False,True,14000.0,sedan,1,0,0,False
923,16-25,female,majority,0-9y,none,poverty,0.2161977071379889,True,before 2015,False,True,10000.0,sedan,0,0,0,True
924,26-39,female,majority,10-19y,high school,middle class,0.4546805837111261,True,after 2015,False,True,12000.0,sedan,0,1,0,False
925,40-64,male,majority,20-29y,university,upper class,0.679081839307075,True,before 2015,True,True,9000.0,sedan,5,0,2,False
926,26-39,female,majority,0-9y,high school,working class,0.6105826276164759,True,before 2015,False,True,12000.0,sedan,0,0,0,False
927,26-39,female,majority,10-19y,high school,middle class,0.4423605430687393,True,after 2015,False,True,17000.0,sedan,0,0,0,False
928,26-39,male,majority,10-19y,high school,middle class,0.5599813306382472,True,before 2015,True,True,10000.0,sedan,3,0,1,False
929,16-25,female,majority,0-9y,none,poverty,0.1562510004957406,True,before 2015,False,False,13000.0,sedan,0,0,0,True
930,26-39,female,minority,10-19y,high school,middle class,0.5600963262097186,False,after 2015,True,True,8000.0,sedan,3,0,0,False
931,65+,female,majority,30y+,university,upper class,0.563548802365458,False,after 2015,False,True,11000.0,sedan,1,2,0,False
932,16-25,male,majority,0-9y,university,working class,0.4789652338452294,True,before 2015,False,True,13000.0,sedan,0,0,0,True
933,65+,male,minority,30y+,none,middle class,0.5026438365530692,True,before 2015,False,True,9000.0,sedan,7,0,5,False
934,40-64,female,majority,20-29y,high school,upper class,0.6361889069881509,True,after 2015,True,True,9000.0,sedan,3,0,1,False
935,40-64,female,majority,20-29y,high school,working class,0.4332321127507121,True,before 2015,False,True,11000.0,sedan,1,0,2,False
936,40-64,female,majority,0-9y,university,upper class,0.6621457887543006,True,before 2015,True,True,11000.0,sedan,0,0,0,False
937,16-25,male,majority,0-9y,university,working class,0.5176419720322164,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
938,26-39,male,majority,0-9y,high school,middle class,0.5770280074678966,True,before 2015,False,False,12000.0,sedan,0,0,0,False
939,16-25,female,majority,0-9y,high school,poverty,0.302837423320474,False,before 2015,True,False,10000.0,sedan,0,0,0,True
940,65+,female,majority,30y+,high school,upper class,0.5354853053409482,True,after 2015,True,True,11000.0,sedan,2,1,2,False
941,65+,male,majority,30y+,high school,upper class,0.5203339851656199,True,before 2015,True,True,9000.0,sedan,10,0,2,False
942,40-64,female,majority,10-19y,university,middle class,0.5671506288613525,True,after 2015,True,True,11697.003206900365,sedan,4,0,2,False
943,26-39,male,minority,10-19y,high school,middle class,0.6536101752733747,True,before 2015,False,True,15000.0,sedan,5,0,0,True
944,16-25,male,majority,0-9y,university,upper class,0.5489301330191484,True,after 2015,False,True,14000.0,sedan,0,0,0,False
945,40-64,male,majority,20-29y,high school,middle class,0.5397848458608763,True,before 2015,False,True,10000.0,sedan,7,0,0,False
946,26-39,male,majority,0-9y,high school,middle class,0.4403405026714519,True,before 2015,False,False,18000.0,sedan,0,0,0,True
947,40-64,female,majority,10-19y,high school,upper class,0.5063048514527332,True,after 2015,False,True,14000.0,sedan,0,0,2,False
948,40-64,female,minority,20-29y,none,poverty,0.4783533825965789,False,before 2015,False,True,12000.0,sedan,0,0,0,False
949,40-64,male,majority,10-19y,high school,upper class,0.6725715083125458,False,before 2015,True,True,8000.0,sedan,4,0,0,True
950,16-25,female,majority,0-9y,university,working class,0.4159285248892542,True,before 2015,False,False,16000.0,sedan,0,0,0,False
951,40-64,male,majority,10-19y,university,upper class,0.4802232941441088,True,before 2015,True,True,11000.0,sedan,5,0,0,False
952,26-39,male,majority,10-19y,university,working class,0.5485077614613438,False,before 2015,False,False,13000.0,sedan,1,0,3,True
953,26-39,female,majority,0-9y,none,working class,0.4551108315928125,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
954,16-25,female,majority,0-9y,high school,poverty,0.1512554855508021,False,before 2015,False,True,13000.0,sports car,0,0,0,True
955,16-25,male,majority,0-9y,none,poverty,0.2577256895870561,False,after 2015,False,True,10000.0,sedan,0,0,0,True
956,26-39,male,majority,10-19y,university,upper class,0.4420366893683639,True,before 2015,True,True,7000.0,sedan,2,0,0,False
957,40-64,female,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,9000.0,sedan,0,0,2,False
958,26-39,female,majority,10-19y,high school,upper class,0.6964039617112442,False,after 2015,True,False,14000.0,sedan,1,0,1,False
959,26-39,male,majority,10-19y,high school,working class,0.4594125089792298,True,before 2015,False,True,11697.003206900365,sedan,4,0,0,True
960,26-39,male,minority,10-19y,university,upper class,0.613826977680088,True,before 2015,False,False,16000.0,sedan,0,0,2,False
961,16-25,male,majority,0-9y,none,poverty,0.284157777190154,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
962,40-64,female,majority,20-29y,high school,poverty,0.3980314872138732,True,before 2015,False,False,18000.0,sedan,0,0,0,False
963,16-25,male,minority,0-9y,none,poverty,0.36156041230655,False,before 2015,False,True,12000.0,sedan,0,0,0,True
964,16-25,female,majority,0-9y,university,poverty,0.5355008932084144,True,before 2015,False,False,15000.0,sedan,0,0,0,False
965,40-64,female,majority,10-19y,university,upper class,0.6467628274201614,True,before 2015,False,True,9000.0,sedan,2,0,0,False
966,16-25,female,majority,0-9y,high school,working class,0.3399678397076847,True,before 2015,False,False,15000.0,sedan,0,0,0,False
967,26-39,male,minority,10-19y,high school,working class,0.2756269049730237,False,before 2015,False,True,15000.0,sedan,1,0,1,False
968,40-64,male,majority,0-9y,none,upper class,0.6999932295554315,True,after 2015,False,True,11000.0,sedan,0,0,0,True
969,65+,male,majority,0-9y,university,upper class,0.380505476039461,True,after 2015,True,True,11697.003206900365,sedan,0,0,0,False
970,16-25,male,majority,0-9y,none,poverty,0.3511035911519817,False,before 2015,False,False,15000.0,sedan,0,0,0,True
971,65+,female,majority,30y+,high school,upper class,0.7251812827331864,True,before 2015,False,True,14000.0,sedan,0,0,1,False
