total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
5269,160,YES,71792,ECONOMY,Domestic,5,FIVE,SILVER,CHEVROLET,TX,CHEVROLET.CORSICA
6918,127,YES,83975,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4532,95,YES,73111,FAMILY.SMALL,Domestic,5,FIVE,BLUE,CHEVROLET,CA,CHEVROLET.CAVALIER
4408,135,YES,74791,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,CHRYSLER,VA,CHRYSLER.NEW YORKER
5252,168,YES,73561,FAMILY.LARGE,Domestic,6,SIX,WHITE,BUICK,CA,BUICK.SKYLARK
6356,102,YES,19063,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,FL,DAEWOO.LANOS
6443,107,YES,21723,FAMILY.MEDIUM,Import,1,ONE-THREE,BLUE,DAEWOO,FL,DAEWOO.LANOS
4764,98,YES,78657,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,OLDSMOBILE,CA,OLDSMOBILE.CIERA
4380,117,YES,55263,FAMILY.MEDIUM,Import,5,FIVE,GREEN,HYUNDAI,AZ,HYUNDAI.ACCENT
5596,96,YES,75162,FAMILY.LARGE,Domestic,6,SIX,WHITE,BUICK,CA,BUICK.LESABRE
4606,105,YES,82070,FAMILY.SMALL,Import,7,SEVEN+,RED,GEO,GA,GEO.PRIZM
6354,111,YES,19509,FAMILY.MEDIUM,Import,1,ONE-THREE,GREEN,DAEWOO,TX,DAEWOO.LANOS
4357,99,YES,84597,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,AZ,BUICK.CENTURY
6052,95,YES,39004,FAMILY.SMALL,Import,2,ONE-THREE,WHITE,HYUNDAI,CA,HYUNDAI.ACCENT
3968,281,YES,90383,FAMILY.MEDIUM,Domestic,10,SEVEN+,SILVER,OLDSMOBILE,NM,OLDSMOBILE.CIERA
4548,92,YES,71532,ECONOMY,Domestic,5,FIVE,PURPLE,FORD,GA,FORD.ESCORT
5235,116,YES,84647,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,BUICK,NM,BUICK.REGAL
5315,107,YES,82472,FAMILY.LARGE,Domestic,6,SIX,WHITE,CHRYSLER,AZ,CHRYSLER.CONCORDE
4465,152,YES,97350,FAMILY.SMALL,Import,6,SIX,GREEN,GEO,CA,GEO.PRIZM
4327,198,YES,87183,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,BUICK,TX,BUICK.REGAL
6604,102,YES,78756,FAMILY.SMALL,Import,4,FOUR,PURPLE,NISSAN,CA,NISSAN.SENTRA
5767,267,YES,104226,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,FORD,TX,FORD.TAURUS
6090,92,YES,85343,FAMILY.SMALL,Domestic,5,FIVE,RED,BUICK,GA,BUICK.SKYLARK
4524,137,YES,102101,FAMILY.LARGE,Domestic,5,FIVE,WHITE,BUICK,GA,BUICK.CENTURY
3728,225,YES,112197,FAMILY.SMALL,Import,8,SEVEN+,BLUE,TOYOTA,GA,TOYOTA.COROLLA
3855,190,YES,99176,FAMILY.SMALL,Domestic,7,SEVEN+,GREEN,PONTIAC,CA,PONTIAC.SUNBIRD
3969,114,YES,101413,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,CA,OLDSMOBILE.CIERA
5463,97,YES,97701,FAMILY.LARGE,Domestic,5,FIVE,GREEN,BUICK,CA,BUICK.SKYLARK
5589,100,YES,67349,ECONOMY,Domestic,4,FOUR,WHITE,FORD,TX,FORD.ESCORT
5476,102,YES,99654,FAMILY.LARGE,Domestic,4,FOUR,GREEN,CHEVROLET,CA,CHEVROLET.LUMINA
6439,101,YES,14253,FAMILY.MEDIUM,Import,1,ONE-THREE,GREEN,DAEWOO,TX,DAEWOO.LANOS
5309,114,YES,108889,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,TOYOTA,AZ,TOYOTA.COROLLA
5007,158,YES,93507,FAMILY.MEDIUM,Domestic,8,SEVEN+,PURPLE,DODGE,TX,DODGE.DYNASTY
4098,99,YES,68592,ECONOMY,Import,4,FOUR,BLACK,NISSAN,TX,NISSAN.SENTRA
4966,91,YES,67794,LUXURY,Import,6,SIX,GREEN,NISSAN,TX,NISSAN.SENTRA
3473,268,YES,88269,ECONOMY,Domestic,8,SEVEN+,RED,PONTIAC,TX,PONTIAC.SUNBIRD
5921,116,YES,72892,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GOLD,OLDSMOBILE,NM,OLDSMOBILE.ACHIEVA
6079,96,YES,75686,FAMILY.SMALL,Import,4,FOUR,BLUE,NISSAN,CA,NISSAN.SENTRA
5554,300,YES,68674,ECONOMY,Domestic,5,FIVE,WHITE,MERCURY,TX,MERCURY.TRACER
5685,91,YES,74295,FAMILY.MEDIUM,Domestic,3,ONE-THREE,PURPLE,CHEVROLET,AZ,CHEVROLET.CAVALIER
5867,98,YES,81873,FAMILY.LARGE,Domestic,4,FOUR,GREEN,PONTIAC,CA,PONTIAC.GRAND AM
5268,108,YES,99965,LUXURY,Import,9,SEVEN+,WHITE,TOYOTA,CA,TOYOTA.CAMRY
6326,97,YES,82180,FAMILY.SMALL,Import,6,SIX,SILVER,TOYOTA,CA,TOYOTA.COROLLA
5461,121,YES,46883,FAMILY.MEDIUM,Import,6,SIX,GREEN,NISSAN,AZ,NISSAN.SENTRA
6168,91,YES,62679,LUXURY,Domestic,7,SEVEN+,SILVER,CHRYSLER,AZ,CHRYSLER.LHS
4798,117,YES,76733,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
6363,91,YES,19311,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
4413,93,YES,83304,FAMILY.SMALL,Domestic,4,FOUR,PURPLE,FORD,AZ,FORD.ESCORT
5829,98,YES,78707,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,PLYMOUTH,AZ,PLYMOUTH.BREEZE
6518,114,YES,82817,LUXURY,Domestic,6,SIX,WHITE,CHRYSLER,CA,CHRYSLER.CONCORDE
5870,124,YES,88032,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,BUICK,NV,BUICK.CENTURY
7076,93,YES,78078,FAMILY.SMALL,Import,4,FOUR,BLACK,NISSAN,CA,NISSAN.SENTRA
5075,225,YES,66730,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,CHRYSLER,VA,CHRYSLER.IMPERIAL
5956,105,YES,91341,FAMILY.LARGE,Domestic,5,FIVE,WHITE,BUICK,TX,BUICK.CENTURY
4472,175,YES,85144,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
3845,103,YES,64050,ECONOMY,Import,4,FOUR,BLACK,KIA,VA,KIA.SEPHIA
4592,118,YES,29931,FAMILY.SMALL,Import,4,FOUR,RED,KIA,CA,KIA.SEPHIA
5552,98,YES,57770,FAMILY.SMALL,Domestic,4,FOUR,BLUE,CHEVROLET,CA,CHEVROLET.CAVALIER
4336,219,YES,76606,ECONOMY,Domestic,8,SEVEN+,SILVER,CHEVROLET,FL,CHEVROLET.CORSICA
6763,115,YES,85909,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,FORD,GA,FORD.CROWN VICTORIA
4735,220,YES,64287,ECONOMY,Import,5,FIVE,GREEN,TOYOTA,GA,TOYOTA.TERCEL
5892,110,YES,104813,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,FORD,AZ,FORD.TAURUS
4779,141,YES,95551,ECONOMY,Domestic,5,FIVE,SILVER,CHEVROLET,NM,CHEVROLET.CORSICA
5321,186,YES,86319,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,NM,OLDSMOBILE.CIERA
7819,117,YES,89504,FAMILY.LARGE,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.INTREPID
6304,95,YES,73850,FAMILY.SMALL,Import,4,FOUR,WHITE,NISSAN,NM,NISSAN.SENTRA
3871,128,YES,82797,ECONOMY,Domestic,5,FIVE,WHITE,CHEVROLET,VA,CHEVROLET.CORSICA
4719,267,YES,95009,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,CHEVROLET,NM,CHEVROLET.LUMINA
5244,121,YES,82983,FAMILY.SMALL,Domestic,6,SIX,PURPLE,FORD,GA,FORD.CONTOUR
4281,128,YES,101969,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,GA,OLDSMOBILE.ACHIEVA
4989,130,YES,67691,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
6034,107,YES,67916,FAMILY.SMALL,Domestic,5,FIVE,RED,MERCURY,CA,MERCURY.TRACER
5280,101,YES,64934,ECONOMY,Domestic,4,FOUR,BLUE,CHEVROLET,CA,CHEVROLET.CAVALIER
4877,116,YES,65054,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.LUMINA
4898,151,YES,89642,FAMILY.SMALL,Domestic,5,FIVE,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
4589,116,YES,63122,ECONOMY,Import,5,FIVE,WHITE,OTHER,TX,SUZUKI.ESTEEM
4829,105,YES,86381,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,CHEVROLET,AZ,CHEVROLET.CAPRICE
3832,141,YES,82789,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,CHEVROLET,VA,CHEVROLET.LUMINA
4702,152,YES,100824,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,OLDSMOBILE,TX,OLDSMOBILE.CIERA
4133,139,YES,88635,ECONOMY,Domestic,7,SEVEN+,SILVER,CHEVROLET,NM,CHEVROLET.CORSICA
4820,94,YES,72275,FAMILY.MEDIUM,Domestic,4,FOUR,RED,OLDSMOBILE,FL,OLDSMOBILE.ACHIEVA
5066,166,YES,98496,FAMILY.SMALL,Import,9,SEVEN+,PURPLE,TOYOTA,GA,TOYOTA.COROLLA
4993,165,YES,68866,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,OLDSMOBILE,FL,OLDSMOBILE.CIERA
5446,99,YES,74542,ECONOMY,Domestic,5,FIVE,GREEN,DODGE,TX,DODGE.NEON
4808,99,YES,92023,FAMILY.SMALL,Domestic,6,SIX,RED,FORD,CA,FORD.ESCORT
5090,127,YES,41016,FAMILY.SMALL,Import,5,FIVE,BLACK,HYUNDAI,GA,HYUNDAI.ELANTRA
4226,130,YES,85020,ECONOMY,Domestic,5,FIVE,BLUE,CHEVROLET,NM,CHEVROLET.CORSICA
3862,234,YES,84603,ECONOMY,Domestic,8,SEVEN+,BLUE,CHEVROLET,FL,CHEVROLET.CORSICA
4736,91,YES,98693,FAMILY.SMALL,Import,7,SEVEN+,BLACK,NISSAN,CA,NISSAN.SENTRA
4014,155,YES,74298,ECONOMY,Domestic,8,SEVEN+,WHITE,DODGE,VA,DODGE.SPIRIT
4798,174,YES,85535,FAMILY.SMALL,Import,5,FIVE,GREEN,MAZDA,FL,MAZDA.PROTEGE
5122,122,YES,92890,FAMILY.LARGE,Domestic,6,SIX,SILVER,OLDSMOBILE,TX,OLDSMOBILE.88
5449,96,YES,87400,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,CHRYSLER,VA,CHRYSLER.CONCORDE
4172,222,YES,76865,FAMILY.SMALL,Domestic,7,SEVEN+,BLUE,PONTIAC,VA,PONTIAC.GRAND AM
5583,201,YES,92111,FAMILY.LARGE,Domestic,4,FOUR,WHITE,CHEVROLET,AZ,CHEVROLET.LUMINA
4745,124,YES,94003,FAMILY.SMALL,Domestic,6,SIX,WHITE,PONTIAC,TX,PONTIAC.GRAND AM
3112,160,YES,107013,LUXURY,Import,10,SEVEN+,WHITE,TOYOTA,FL,TOYOTA.COROLLA
4086,104,YES,87921,ECONOMY,Import,6,SIX,BLUE,MAZDA,TX,MAZDA.PROTEGE
5772,95,YES,70215,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,CHEVROLET,TX,CHEVROLET.CORSICA
4407,161,YES,83128,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,NM,BUICK.REGAL
5639,117,YES,76763,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,AZ,PONTIAC.BONNEVILLE
4361,93,YES,62812,ECONOMY,Import,4,FOUR,GREEN,KIA,GA,KIA.SEPHIA
4483,166,YES,81815,FAMILY.SMALL,Import,4,FOUR,PURPLE,GEO,AZ,GEO.METRO
4670,190,YES,62600,ECONOMY,Domestic,5,FIVE,PURPLE,DODGE,NM,DODGE.NEON
5406,106,YES,92481,FAMILY.LARGE,Domestic,8,SEVEN+,PURPLE,FORD,AZ,FORD.CROWN VICTORIA
8879,172,YES,77822,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,VA,CHEVROLET.MALIBU
3826,102,YES,86840,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
5180,144,YES,78745,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,PONTIAC,CA,PONTIAC.GRAND PRIX
4387,165,YES,62668,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,NM,BUICK.CENTURY
4472,97,YES,90621,FAMILY.MEDIUM,Domestic,7,SEVEN+,PURPLE,CHRYSLER,FL,CHRYSLER.CIRRUS
3364,115,YES,98775,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,NV,OLDSMOBILE.CIERA
4306,145,YES,88649,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
4605,93,YES,72275,FAMILY.SMALL,Import,4,FOUR,PURPLE,GEO,CA,GEO.METRO
3871,168,YES,88948,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,NM,OLDSMOBILE.CIERA
4492,111,YES,32813,FAMILY.MEDIUM,Import,4,FOUR,RED,HYUNDAI,FL,HYUNDAI.ELANTRA
5329,137,YES,100843,FAMILY.MEDIUM,Import,5,FIVE,BLUE,NISSAN,AZ,NISSAN.SENTRA
5100,286,YES,99516,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHEVROLET,GA,CHEVROLET.LUMINA
5180,92,YES,47756,FAMILY.SMALL,Import,3,ONE-THREE,GREEN,KIA,CA,KIA.SEPHIA
5210,93,YES,79709,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,FORD,TX,FORD.TAURUS
3590,108,YES,71854,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,FORD,AZ,FORD.CONTOUR
5326,112,YES,96824,FAMILY.LARGE,Domestic,6,SIX,SILVER,BUICK,GA,BUICK.LESABRE
5040,159,YES,50857,FAMILY.SMALL,Domestic,2,ONE-THREE,WHITE,CHEVROLET,AZ,CHEVROLET.METRO
6242,144,YES,67958,FAMILY.SMALL,Import,4,FOUR,WHITE,MAZDA,CA,MAZDA.PROTEGE
5246,125,YES,48234,FAMILY.SMALL,Import,3,ONE-THREE,SILVER,KIA,CA,KIA.SEPHIA
3606,114,YES,84666,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,OLDSMOBILE,FL,OLDSMOBILE.ACHIEVA
5025,123,YES,78894,FAMILY.SMALL,Import,6,SIX,BLUE,MAZDA,CA,MAZDA.PROTEGE
4731,95,YES,86147,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,CHEVROLET,AZ,CHEVROLET.PRIZM
4770,100,YES,91409,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,GA,BUICK.LESABRE
4525,131,YES,62230,ECONOMY,Domestic,5,FIVE,SILVER,FORD,CA,FORD.ESCORT
4598,136,YES,99815,FAMILY.SMALL,Import,7,SEVEN+,GREEN,TOYOTA,AZ,TOYOTA.COROLLA
4270,127,YES,93981,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
5351,142,YES,79311,LUXURY,Import,5,FIVE,BLACK,NISSAN,TX,NISSAN.SENTRA
5280,106,YES,82658,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,FORD,VA,FORD.TAURUS
5442,119,YES,76780,FAMILY.SMALL,Import,7,SEVEN+,RED,TOYOTA,CA,TOYOTA.COROLLA
6508,96,YES,60145,FAMILY.SMALL,Import,4,FOUR,GOLD,GEO,CA,GEO.PRIZM
6233,129,YES,59819,ECONOMY,Import,5,FIVE,WHITE,TOYOTA,CA,TOYOTA.TERCEL
4260,124,YES,54158,ECONOMY,Import,3,ONE-THREE,WHITE,KIA,TX,KIA.SEPHIA
6305,133,YES,102801,FAMILY.LARGE,Domestic,10,SEVEN+,SILVER,CADILLAC,AZ,CADILLAC.DEVILLE
6371,108,YES,81639,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,BUICK,TX,BUICK.REGAL
4926,127,YES,80670,FAMILY.SMALL,Domestic,4,FOUR,BLUE,CHEVROLET,FL,CHEVROLET.CAVALIER
6809,162,YES,97758,FAMILY.LARGE,Domestic,5,FIVE,SILVER,CHEVROLET,CA,CHEVROLET.LUMINA
4553,117,YES,98243,LUXURY,Import,7,SEVEN+,PURPLE,NISSAN,FL,NISSAN.ALTIMA
6151,170,YES,51776,FAMILY.MEDIUM,Import,5,FIVE,RED,TOYOTA,VA,TOYOTA.COROLLA
5982,219,YES,90606,FAMILY.LARGE,Domestic,8,SEVEN+,BLUE,FORD,FL,FORD.CROWN VICTORIA
5292,117,YES,74106,LUXURY,Import,4,FOUR,BLACK,NISSAN,CA,NISSAN.SENTRA
4508,94,YES,75069,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,AZ,OLDSMOBILE.ACHIEVA
2279,92,YES,98867,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,BUICK,AZ,BUICK.CENTURY
5293,106,YES,88654,FAMILY.SMALL,Import,6,SIX,BLUE,TOYOTA,CA,TOYOTA.COROLLA
3436,140,YES,91077,LUXURY,Import,6,SIX,GREEN,TOYOTA,TX,TOYOTA.TERCEL
4542,108,YES,72721,FAMILY.SMALL,Domestic,4,FOUR,WHITE,FORD,AZ,FORD.CONTOUR
5525,259,YES,74104,FAMILY.MEDIUM,Domestic,6,SIX,RED,FORD,FL,FORD.TAURUS
4220,97,YES,35284,ECONOMY,Domestic,3,ONE-THREE,PURPLE,FORD,VA,FORD.ESCORT
4090,135,YES,66390,LUXURY,Import,6,SIX,GREEN,TOYOTA,FL,TOYOTA.TERCEL
5505,113,YES,63229,ECONOMY,Import,5,FIVE,GREEN,GEO,FL,GEO.PRIZM
3924,221,YES,97438,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,BUICK,FL,BUICK.REGAL
6702,109,YES,59994,ECONOMY,Import,4,FOUR,BLACK,NISSAN,TX,NISSAN.SENTRA
6040,191,YES,98692,ECONOMY,Domestic,5,FIVE,BLACK,BUICK,GA,BUICK.SKYLARK
4689,145,YES,63149,FAMILY.SMALL,Domestic,4,FOUR,WHITE,FORD,AZ,FORD.ESCORT
4269,118,YES,65506,FAMILY.MEDIUM,Domestic,6,SIX,RED,OLDSMOBILE,AZ,OLDSMOBILE.ACHIEVA
3873,139,YES,96423,FAMILY.MEDIUM,Import,7,SEVEN+,PURPLE,MAZDA,AZ,MAZDA.PROTEGE
3560,109,YES,94078,FAMILY.MEDIUM,Domestic,9,SEVEN+,GOLD,CHEVROLET,FL,CHEVROLET.LUMINA
4318,198,YES,65031,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
4272,139,YES,97202,FAMILY.MEDIUM,Import,6,SIX,SILVER,NISSAN,AZ,NISSAN.SENTRA
5967,114,YES,72474,ECONOMY,Domestic,3,ONE-THREE,BLUE,MERCURY,TX,MERCURY.TRACER
4613,147,YES,95285,FAMILY.SMALL,Import,6,SIX,GOLD,GEO,TX,GEO.PRIZM
5145,130,YES,58589,FAMILY.SMALL,Import,6,SIX,BLACK,GEO,CA,GEO.PRIZM
5155,137,YES,75255,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,VA,CHEVROLET.LUMINA
3960,198,YES,72444,ECONOMY,Import,6,SIX,GREEN,GEO,FL,GEO.METRO
5413,102,YES,84160,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS
3841,120,YES,97017,FAMILY.LARGE,Domestic,8,SEVEN+,BLUE,OLDSMOBILE,GA,OLDSMOBILE.88
4625,121,YES,90943,FAMILY.LARGE,Domestic,5,FIVE,WHITE,BUICK,CA,BUICK.SKYLARK
3840,161,YES,104394,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
5743,93,YES,88325,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,FORD,VA,FORD.TAURUS
4464,93,YES,89256,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,VA,CHEVROLET.LUMINA
6044,137,YES,88740,FAMILY.SMALL,Import,5,FIVE,GREEN,TOYOTA,CA,TOYOTA.COROLLA
4919,131,YES,99112,FAMILY.MEDIUM,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,AZ,OLDSMOBILE.98
4953,116,YES,102893,FAMILY.SMALL,Import,9,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.COROLLA
5952,124,YES,54125,ECONOMY,Domestic,4,FOUR,GREEN,CHEVROLET,VA,CHEVROLET.CAVALIER
5178,126,YES,99121,FAMILY.SMALL,Import,6,SIX,WHITE,TOYOTA,CA,TOYOTA.COROLLA
4751,119,YES,85758,FAMILY.SMALL,Domestic,5,FIVE,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
6319,169,YES,80099,FAMILY.LARGE,Domestic,10,SEVEN+,BLUE,OLDSMOBILE,VA,OLDSMOBILE.98
4465,99,YES,87109,FAMILY.SMALL,Import,7,SEVEN+,WHITE,NISSAN,CA,NISSAN.SENTRA
6052,160,YES,63061,FAMILY.MEDIUM,Domestic,4,FOUR,BLACK,FORD,VA,FORD.CONTOUR
4326,96,YES,71944,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,AZ,PONTIAC.SUNFIRE
3977,141,YES,90865,FAMILY.SMALL,Import,8,SEVEN+,WHITE,GEO,TX,GEO.PRIZM
5324,106,YES,68841,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,BUICK,AZ,BUICK.REGAL
4849,104,YES,89968,FAMILY.SMALL,Import,7,SEVEN+,BLUE,TOYOTA,AZ,TOYOTA.COROLLA
4289,122,YES,90843,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,BUICK,FL,BUICK.LESABRE
4113,108,YES,101414,ECONOMY,Import,6,SIX,WHITE,MAZDA,TX,MAZDA.PROTEGE
4208,113,YES,103728,LUXURY,Import,10,SEVEN+,PURPLE,HONDA,NV,HONDA.CIVIC
5925,101,YES,90449,FAMILY.SMALL,Import,5,FIVE,WHITE,NISSAN,CA,NISSAN.SENTRA
5004,156,YES,50003,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
7477,95,YES,95327,LUXURY,Import,7,SEVEN+,GOLD,MAZDA,FL,MAZDA.626
6396,99,YES,71476,LUXURY,Domestic,5,FIVE,SILVER,PONTIAC,GA,PONTIAC.BONNEVILLE
4935,159,YES,58577,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,CHEVROLET,FL,CHEVROLET.CORSICA
4553,159,YES,51535,FAMILY.SMALL,Domestic,5,FIVE,BLUE,CHEVROLET,CA,CHEVROLET.CAVALIER
6438,110,YES,98937,FAMILY.LARGE,Domestic,5,FIVE,BLACK,PONTIAC,FL,PONTIAC.BONNEVILLE
3506,170,YES,95944,FAMILY.MEDIUM,Domestic,9,SEVEN+,GREEN,BUICK,FL,BUICK.CENTURY
5192,114,YES,87807,LUXURY,Import,6,SIX,WHITE,NISSAN,FL,NISSAN.SENTRA
4820,110,YES,83116,LUXURY,Import,6,SIX,BLACK,NISSAN,FL,NISSAN.SENTRA
5321,160,YES,63345,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,FORD,CA,FORD.ESCORT
4544,147,YES,75437,FAMILY.MEDIUM,Domestic,10,SEVEN+,GREEN,BUICK,AZ,BUICK.LESABRE
5768,144,YES,76090,FAMILY.SMALL,Import,8,SEVEN+,BLACK,TOYOTA,AZ,TOYOTA.COROLLA
5349,152,YES,78368,FAMILY.LARGE,Domestic,8,SEVEN+,BLUE,FORD,CA,FORD.CROWN VICTORIA
5100,93,YES,90435,FAMILY.MEDIUM,Import,7,SEVEN+,BLACK,TOYOTA,AZ,TOYOTA.COROLLA
3364,93,YES,102498,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.88
3249,121,YES,56731,ECONOMY,Import,5,FIVE,BLACK,KIA,FL,KIA.SEPHIA
5463,127,YES,74164,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,OLDSMOBILE,GA,OLDSMOBILE.CUTLASS SUPREME
5646,169,YES,93905,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLACK,PONTIAC,FL,PONTIAC.BONNEVILLE
4161,133,YES,96424,FAMILY.LARGE,Domestic,8,SEVEN+,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.88
4446,97,YES,72025,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,VA,OLDSMOBILE.88
5487,162,YES,79835,FAMILY.SMALL,Domestic,6,SIX,BLUE,MERCURY,CA,MERCURY.TRACER
3455,137,YES,85128,LUXURY,Import,7,SEVEN+,WHITE,TOYOTA,FL,TOYOTA.TERCEL
5943,131,YES,74852,FAMILY.SMALL,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.COROLLA
4250,129,YES,61365,ECONOMY,Domestic,4,FOUR,WHITE,FORD,TX,FORD.ESCORT
4179,113,YES,101007,FAMILY.LARGE,Domestic,8,SEVEN+,BLACK,PONTIAC,NV,PONTIAC.BONNEVILLE
5837,147,YES,53578,FAMILY.SMALL,Import,6,SIX,SILVER,NISSAN,CA,NISSAN.SENTRA
5454,92,YES,63688,LUXURY,Import,5,FIVE,PURPLE,NISSAN,TX,NISSAN.SENTRA
4354,100,YES,68105,ECONOMY,Domestic,6,SIX,RED,PLYMOUTH,TX,PLYMOUTH.NEON
4546,175,YES,78171,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,CA,BUICK.SKYLARK
4969,141,YES,68930,FAMILY.LARGE,Domestic,8,SEVEN+,GOLD,BUICK,FL,BUICK.LESABRE
3503,102,YES,78625,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,AZ,FORD.ESCORT
5013,96,YES,75127,FAMILY.SMALL,Domestic,5,FIVE,RED,CHEVROLET,AZ,CHEVROLET.CAVALIER
3813,99,YES,65699,ECONOMY,Domestic,6,SIX,GREEN,MERCURY,FL,MERCURY.TRACER
6365,160,YES,71504,FAMILY.MEDIUM,Domestic,5,FIVE,RED,FORD,AZ,FORD.CONTOUR
4190,175,YES,64199,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,MERCURY,FL,MERCURY.SABLE
4914,96,YES,77717,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,TX,FORD.TAURUS
